,Player,Team,Position,Minutes Played,Aerial Duels Attempted,Defensive Duels Attempted,Touches in Penalty Area,Offsides,Progressive Runs,Fouls Drawn,Goals,Assists,Shots,Shots on Target,Ball Recoveries,Losses of Possession,Interceptions,Red Cards,Yellow Cards,Fouls Committed,Total Passes Attempted,Long Passes Attempted,Forward Passes,Passes into Final Third,Passes into Penalty Area,Passes Received,Crosses Attempted,Accurate Crosses,Shot Assists,ps
106,Alex Telles,Manchester Utd,DF,1660.0,2.88,2.61,1.25,0.05,4.4,0.87,0.0,0.22,0.54,0.16,7.12,0.71,1.96,0.0,0.05,1.41,64.0,10.5,3.26,2.72,0.92,45.7,3.42,0.33,1.47,0
107,Alexander Djiku,Strasbourg,DF,2694.0,3.47,2.17,0.74,0.07,3.68,1.0,0.03,0.0,0.5,0.23,8.43,0.3,2.68,0.03,0.33,1.54,54.0,13.5,4.52,4.68,0.57,42.2,0.37,0.1,0.23,0
108,Alexander Hack,Mainz 05,DF,2074.0,6.09,2.57,1.43,0.09,1.26,1.61,0.13,0.04,1.0,0.22,13.8,0.17,2.39,0.04,0.26,1.52,48.8,11.3,3.48,2.61,0.26,31.9,0.13,0.0,0.26,0
109,Alexander Isak,Real Sociedad,FW,2140.0,3.5300000000000002,0.59,5.84,0.63,4.08,1.43,0.25,0.08,2.98,1.34,3.19,1.47,0.17,0.0,0.25,1.39,19.1,1.39,1.64,0.97,0.88,23.7,0.92,0.08,0.8,0
110,Alexander Nübel,Monaco,GK,3420.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,4.76,0.0,0.0,0.0,0.03,0.0,29.6,16.2,0.08,0.08,0.0,13.1,0.0,0.0,0.0,0
111,Alexander Schwolow,Hertha BSC,GK,2175.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,5.12,0.0,0.04,0.0,0.04,0.08,34.4,20.5,0.0,0.25,0.0,16.0,0.0,0.0,0.04,0
112,Alexander Sørloth,Real Sociedad,FW,1763.0,6.68,1.28,5.46,0.61,4.03,0.97,0.2,0.0,1.89,0.61,3.72,3.47,0.36,0.0,0.1,1.73,23.7,1.63,1.43,0.97,0.71,29.2,0.46,0.1,1.02,0
113,Alexandre Lacazette,Arsenal,FWMF,1782.0,4.54,1.31,5.4,0.3,2.32,1.82,0.2,0.35,2.17,0.61,3.79,1.36,0.66,0.0,0.0,1.87,23.0,1.62,1.87,1.52,1.01,25.2,0.35,0.05,1.21,0
114,Alexandre Letellier,Paris S-G,GK,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0
115,Alexandre Oukidja,Metz,GK,1875.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,5.24,0.0,0.0,0.05,0.1,0.05,28.3,20.2,0.0,0.38,0.05,7.45,0.0,0.0,0.0,0
116,Alexis Claude-Maurice,Nice,MF,209.0,1.3,1.3,5.22,0.0,4.35,2.17,0.0,0.87,3.04,0.43,8.26,1.74,0.87,0.0,0.43,2.17,43.5,4.78,2.61,1.74,1.3,41.3,1.3,0.43,3.48,0
117,Alexis Flips,Reims,FWMF,1056.0,3.0700000000000003,3.5,2.31,0.09,4.19,1.03,0.17,0.34,1.54,0.77,7.52,1.71,2.91,0.0,0.17,1.62,42.7,11.1,2.65,1.62,1.03,30.3,4.19,0.6,2.31,0
118,Alexis Mac Allister,Brighton,MFFW,2123.0,2.42,3.09,2.2,0.17,4.41,1.99,0.21,0.08,2.42,0.38,10.4,1.27,1.02,0.0,0.17,1.61,45.8,8.22,4.62,4.19,1.19,37.4,0.89,0.13,1.14,0
119,Alexis Saelemaekers,Milan,FW,1865.0,1.2999999999999998,1.98,3.43,0.05,7.63,2.32,0.05,0.14,1.88,0.58,7.25,1.79,1.35,0.0,0.1,1.69,41.9,4.06,3.24,1.88,1.26,41.1,2.22,0.43,1.74,0
120,Alexis Sánchez,Inter,FW,881.0,3.7699999999999996,1.22,5.82,0.82,6.63,2.86,0.51,0.2,3.37,1.33,6.63,2.96,0.71,0.0,0.0,1.12,46.6,9.18,6.33,3.27,3.06,46.8,1.43,0.41,1.94,0
121,Alexis Tibidi,Stuttgart,FWMF,385.0,3.26,1.86,3.49,0.93,4.65,2.79,0.0,0.0,0.93,0.23,4.65,2.09,0.7,0.0,0.23,2.79,27.2,2.33,0.93,0.47,0.7,29.3,0.47,0.0,0.93,0
122,Ale Mat?j?,Venezia,DF,727.0,1.97,2.1,1.11,0.12,2.84,0.99,0.0,0.12,0.25,0.25,6.67,0.49,1.98,0.0,0.37,1.48,36.3,7.28,2.96,1.11,0.99,24.1,1.98,0.74,0.86,0
123,Alfonso Espino,Cádiz,DF,3329.0,3.3,3.05,1.38,0.16,3.49,1.3,0.05,0.05,0.73,0.22,10.9,0.76,2.46,0.0,0.16,1.57,48.1,12.8,2.7,2.43,0.95,27.5,2.84,0.59,1.08,0
124,Alfonso Pedraza,Villarreal,DF,1701.0,1.6400000000000001,1.85,4.34,0.11,7.35,1.48,0.21,0.21,1.22,0.48,6.88,1.27,2.91,0.0,0.11,1.9,53.2,7.62,3.28,2.38,1.27,39.9,4.66,0.48,1.16,0
125,Alfre? Finnbogason,Augsburg,FWMF,292.0,4.6899999999999995,0.63,5.0,0.31,2.81,0.31,0.63,0.31,1.88,1.25,6.25,1.88,0.31,0.0,0.0,1.25,22.2,1.88,1.88,1.25,0.0,25.6,0.31,0.0,0.94,0
126,Alfred Duncan,Fiorentina,MF,1931.0,1.54,1.63,1.86,0.0,3.72,0.6,0.09,0.09,0.51,0.14,6.65,1.21,1.07,0.0,0.14,1.26,44.2,8.93,4.84,4.28,1.35,38.1,1.35,0.28,1.16,0
127,Alfred Gomis,Rennes,GK,2250.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,5.72,0.0,0.0,0.0,0.04,0.04,31.2,15.9,0.0,0.08,0.0,16.0,0.0,0.0,0.0,0
128,Alidu Seidu,Clermont Foot,DF,1410.0,2.42,2.17,0.45,0.06,1.78,1.91,0.0,0.0,0.57,0.06,10.5,0.89,3.69,0.13,0.45,1.27,42.4,6.37,1.34,1.21,0.0,31.1,0.13,0.0,0.38,0
129,Alisson,Liverpool,GK,3240.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.03,0.0,0.0,6.22,0.0,0.0,0.0,0.0,0.0,37.8,14.2,0.0,0.36,0.0,23.0,0.0,0.0,0.06,0
130,Allan,Everton,MF,2183.0,1.02,3.17,0.45,0.0,4.36,1.15,0.0,0.08,0.29,0.12,11.2,1.28,1.73,0.04,0.29,1.6,39.8,6.46,4.36,4.12,0.78,27.0,0.25,0.08,0.62,0
131,Allan Nyom,Getafe,DF,244.0,1.85,1.11,0.0,0.0,2.22,1.11,0.0,0.0,0.0,0.0,4.81,0.37,1.48,0.0,0.37,0.37,33.3,7.04,0.74,1.85,1.11,19.6,1.11,0.74,0.74,0
132,Allan Saint-Maximin,Newcastle Utd,FWMF,2804.0,1.5699999999999998,0.29,4.2,0.42,7.88,2.28,0.16,0.16,2.05,0.83,5.74,3.81,0.67,0.0,0.19,0.77,24.3,3.04,1.79,1.44,1.03,30.2,2.21,0.29,1.63,0
133,Almamy Touré,Eint Frankfurt,DF,506.0,5.0,2.68,1.61,0.18,4.11,0.36,0.0,0.0,1.07,0.36,9.11,1.43,2.14,0.0,0.36,1.43,40.5,4.11,2.86,1.61,0.0,26.1,0.71,0.0,0.0,0
134,Alphonse Areola,West Ham,GK,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,41.0,32.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0
135,Alphonso Davies,Bayern Munich,DF,1740.0,1.6099999999999999,2.18,4.77,0.16,11.3,1.61,0.0,0.16,0.93,0.31,10.9,1.71,2.18,0.0,0.16,0.78,69.2,5.8,5.28,2.69,2.12,54.6,3.11,0.83,1.71,0
136,Alvaro Sanz,Barcelona,MF,29.0,0.0,0.0,0.0,0.0,6.67,3.33,0.0,0.0,0.0,0.0,6.67,3.33,3.33,0.0,0.0,0.0,46.7,10.0,0.0,3.33,0.0,40.0,0.0,0.0,3.33,0
137,Amadou Diawara,Roma,MF,170.0,1.05,2.11,0.0,0.0,0.53,0.0,0.0,0.0,0.53,0.0,10.0,0.0,0.0,0.0,0.0,3.16,36.8,4.21,1.58,2.11,0.0,25.3,0.0,0.0,0.53,0
138,Amadou Haidara,RB Leipzig,MF,1326.0,3.34,2.11,1.29,0.0,4.9,1.16,0.2,0.07,0.95,0.34,12.2,0.95,1.09,0.0,0.14,1.5,54.2,6.12,6.12,4.35,1.22,43.0,0.27,0.07,0.48,0
139,Amadou Mbengue,Metz,DFMF,610.0,2.35,3.53,0.44,0.0,1.76,0.29,0.0,0.0,0.44,0.0,6.62,0.74,1.47,0.0,0.59,1.76,42.6,8.53,1.76,2.79,0.15,33.4,0.15,0.15,0.29,0
140,Amadou Onana,Lille,MF,1359.0,2.8499999999999996,3.44,1.32,0.13,3.18,1.99,0.07,0.0,0.99,0.4,8.94,0.79,2.25,0.07,0.13,2.25,43.6,7.15,3.18,3.97,0.53,36.5,0.13,0.0,0.93,0
141,Amadou Traore,Bordeaux,FW,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,5.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0
142,Amath,Mallorca,FWMF,884.0,2.04,2.65,3.06,0.61,3.78,2.14,0.0,0.1,1.12,0.41,4.8,1.84,1.12,0.0,0.51,2.04,21.5,1.53,1.43,1.12,0.51,23.1,0.71,0.1,0.61,0
143,Ambroise Oyongo,Montpellier,DF,659.0,2.6,1.64,1.37,0.14,3.56,1.23,0.14,0.0,0.68,0.41,6.44,0.55,1.64,0.0,0.68,1.1,49.9,6.71,3.01,1.51,1.23,34.9,1.78,0.41,0.14,0
144,Amine Adli,Leverkusen,FWMF,1256.0,3.8600000000000003,2.71,4.79,0.57,5.93,2.29,0.21,0.14,2.71,1.36,6.57,2.36,1.21,0.0,0.21,1.93,37.1,2.21,2.86,2.14,1.14,39.0,1.86,0.57,0.93,0
145,Amine Bassi,Metz,MF,184.0,2.5,2.0,0.5,0.0,6.0,2.0,0.0,0.0,2.0,0.5,7.0,1.5,2.0,0.0,0.0,2.0,59.5,12.5,5.0,5.0,0.0,49.5,2.5,0.0,3.5,0
146,Amine Gouiri,Nice,FWMF,2754.0,1.48,0.95,5.0,0.2,6.41,1.21,0.33,0.29,2.29,1.05,4.77,2.32,0.36,0.0,0.1,1.08,34.3,5.13,2.45,1.9,1.31,34.6,1.18,0.23,1.73,0
147,Amine Harit,Marseille,FWMF,1165.0,1.63,2.09,4.73,0.23,8.76,3.02,0.31,0.31,1.16,0.54,5.5,3.33,0.7,0.0,0.08,1.24,54.0,5.58,3.49,3.88,1.24,55.9,1.32,0.31,1.86,0
148,Amir Rrahmani,Napoli,DF,2927.0,4.24,1.08,0.92,0.0,2.49,0.77,0.12,0.0,0.68,0.28,8.77,0.28,1.11,0.0,0.15,0.77,61.5,10.1,2.28,2.83,0.09,49.1,0.06,0.0,0.15,0
149,Amos Pieper,Arminia,DF,2379.0,5.5,1.97,0.61,0.0,1.17,0.57,0.0,0.0,0.53,0.08,9.62,0.15,2.39,0.0,0.08,0.53,42.5,11.3,2.01,2.23,0.23,29.9,0.15,0.08,0.19,0
150,Anastasios Donis,Reims,FWMF,370.0,2.2,2.44,5.12,1.95,7.8,0.73,0.0,0.0,2.44,0.24,4.88,3.17,0.73,0.24,0.0,2.2,22.7,3.41,0.98,0.73,0.73,27.8,4.39,0.0,1.22,0
151,Ander Barrenetxea,Real Sociedad,FWMF,547.0,1.81,3.44,4.26,0.16,6.72,3.28,0.16,0.16,1.31,0.33,5.9,1.97,1.15,0.0,0.0,1.64,30.7,2.62,2.3,0.82,1.31,34.1,1.31,0.16,1.31,0
152,Ander Capa,Athletic Club,DF,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0
153,Ander Guevara,Real Sociedad,MF,867.0,4.48,2.08,1.04,0.0,4.9,0.63,0.0,0.0,0.21,0.0,12.1,1.04,1.46,0.0,0.21,1.98,62.9,7.5,3.44,4.06,0.52,50.0,0.0,0.0,0.52,0
154,Ander Herrera,Paris S-G,MF,1091.0,0.5,2.23,1.32,0.25,6.36,0.58,0.25,0.17,1.16,0.25,8.51,0.66,1.98,0.0,0.17,1.4,87.0,9.01,5.87,8.6,1.24,79.4,0.58,0.0,1.57,0
155,Ander Martin,Real Sociedad,FWMF,88.0,3.0,1.0,5.0,0.0,7.0,0.0,0.0,0.0,4.0,2.0,6.0,0.0,3.0,0.0,0.0,4.0,46.0,6.0,2.0,1.0,2.0,44.0,2.0,1.0,2.0,0
156,Anderson Lima,Lazio,MF,65.0,0.0,5.71,1.43,0.0,0.0,8.57,0.0,0.0,1.43,0.0,4.29,0.0,2.86,0.0,1.43,2.86,45.7,2.86,2.86,0.0,1.43,52.9,1.43,0.0,0.0,0
157,Anderson Lucoqui,Mainz 05,DF,743.0,1.56,2.89,1.2,0.0,1.45,1.93,0.12,0.0,0.96,0.48,6.02,0.96,1.45,0.0,0.24,2.05,29.0,5.78,1.93,1.45,0.48,22.0,1.33,0.24,0.6,0
158,Andi Zeqiri,Augsburg,FWMF,1016.0,6.1,0.88,4.07,1.06,1.5,1.42,0.18,0.09,2.83,0.8,4.87,1.77,0.88,0.0,0.18,2.21,15.8,2.39,0.97,0.62,0.35,19.5,0.53,0.18,0.8,0
159,Andoni Gorosabel,Real Sociedad,DF,2289.0,2.88,1.93,1.3,0.0,4.45,0.94,0.0,0.16,0.43,0.0,8.15,0.87,0.98,0.0,0.16,1.1,57.6,5.94,3.43,2.6,0.98,39.7,1.77,0.28,0.91,0
160,Andre-Frank Zambo Anguissa,Napoli,MF,1926.0,2.4699999999999998,2.52,2.1,0.0,5.14,1.64,0.0,0.05,0.93,0.14,7.94,1.92,2.06,0.0,0.23,2.01,57.3,5.05,4.3,5.19,0.79,52.2,0.42,0.09,1.07,0
161,Andrea Belotti,Torino,FW,1371.0,10.2,0.66,6.51,1.05,2.96,4.08,0.53,0.07,3.62,1.05,3.55,2.24,0.46,0.0,0.07,1.84,23.6,1.71,1.05,1.18,0.33,31.1,0.66,0.0,0.53,0
162,Andrea Cambiaso,Genoa,DF,1790.0,1.71,2.21,2.06,0.05,6.98,0.8,0.05,0.2,0.65,0.25,9.05,1.31,1.81,0.05,0.25,1.31,45.7,5.03,2.61,1.71,0.9,31.2,2.46,0.4,0.9,0
163,Andrea Carboni,Cagliari,DF,2215.0,4.23,1.91,0.57,0.0,3.54,0.37,0.0,0.0,0.41,0.0,9.07,0.37,2.24,0.0,0.24,0.77,43.7,9.96,3.29,2.89,0.53,31.7,0.89,0.16,0.16,0
164,Andrea Consigli,Sassuolo,GK,3322.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,4.63,0.0,0.0,0.0,0.05,0.05,39.7,20.3,0.0,0.16,0.03,22.3,0.0,0.0,0.03,0
165,Andrea Conti,"Sampdoria, Milan",DF,123.5,0.77,1.155,1.155,0.19,0.96,0.77,0.19,0.0,0.77,0.19,12.69,5.0,0.96,0.0,0.19,0.77,40.0,6.345,0.575,0.575,0.19,27.3,0.0,0.0,0.0,0
166,Andrea Favilli,Genoa,FW,36.0,2.5,0.0,7.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,2.5,5.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0
167,Andrea La Mantia,Empoli,FW,488.0,9.81,0.37,6.11,0.56,1.11,1.67,0.37,0.0,3.15,0.56,2.96,1.48,0.37,0.0,0.0,1.3,18.1,0.56,2.04,0.74,0.19,22.8,0.74,0.0,1.3,0
168,Andrea Masiello,Genoa,DF,515.0,2.8,1.4,0.53,0.0,1.75,0.88,0.0,0.0,0.35,0.0,11.6,0.53,2.11,0.0,0.53,0.88,54.2,10.7,2.46,1.05,0.0,40.0,0.0,0.0,0.18,0
169,Andrea Petagna,Napoli,FW,586.0,5.23,0.62,5.08,0.31,2.92,2.46,0.46,0.15,2.0,0.92,3.69,2.62,0.0,0.0,0.15,2.46,24.6,2.31,0.92,0.62,0.46,30.0,0.92,0.0,1.54,0
170,Andrea Pinamonti,Empoli,FW,2869.0,7.62,0.41,5.99,0.6,2.01,1.82,0.41,0.06,2.7,0.69,3.61,1.76,0.31,0.0,0.13,0.97,20.5,1.25,1.16,0.6,0.56,24.4,0.85,0.09,0.78,0
171,Andrea Ranocchia,Inter,DF,341.0,5.79,2.11,0.79,0.26,1.84,0.53,0.0,0.0,0.53,0.26,5.79,0.0,1.58,0.0,0.26,1.32,48.9,10.8,1.58,1.05,0.26,40.8,0.26,0.0,0.0,0
172,Andrea Schiavone,Salernitana,MF,571.0,1.42,1.9,1.75,0.0,2.86,0.79,0.16,0.0,0.32,0.16,6.83,0.32,1.9,0.0,0.16,1.9,38.6,9.84,2.7,3.02,0.63,26.2,0.95,0.0,1.59,0
173,Andreas Christensen,Chelsea,DF,1496.0,5.84,1.08,0.36,0.0,3.67,0.42,0.0,0.0,0.3,0.0,10.1,0.06,3.13,0.0,0.12,0.78,76.9,13.7,4.16,5.66,0.42,62.2,0.12,0.06,0.3,0
174,Andreas Linde,Greuther Fürth,GK,1080.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,41.8,23.1,0.0,0.5,0.0,22.0,0.0,0.0,0.0,0
175,Andreas Luthe,Union Berlin,GK,2430.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,5.85,0.0,0.0,0.0,0.11,0.04,37.0,22.2,0.0,0.78,0.0,18.0,0.0,0.0,0.0,0
176,Andreas Skov Olsen,Bologna,DFFW,747.0,1.44,1.45,2.65,0.0,6.02,1.93,0.0,0.24,0.84,0.24,6.27,0.72,0.6,0.0,0.0,0.48,47.3,7.35,2.65,1.45,0.84,39.6,3.61,0.84,1.08,0
177,Andreas Voglsammer,Union Berlin,FWMF,882.0,11.219999999999999,1.63,5.0,1.43,3.37,1.63,0.2,0.1,3.47,1.53,4.8,1.33,0.1,0.0,0.1,1.84,25.1,3.67,2.04,1.43,0.92,26.8,1.84,0.2,0.92,0
178,Andrei Girotto,Nantes,DFMF,3146.0,5.369999999999999,2.89,1.49,0.0,1.89,0.8,0.17,0.03,1.29,0.29,11.2,0.23,2.37,0.0,0.23,1.69,48.5,10.7,2.31,2.34,0.11,35.9,0.17,0.06,0.2,0
179,Andrei Motoc,Salernitana,DF,90.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,22.0,11.0,0.0,4.0,0.0,20.0,0.0,0.0,0.0,0
180,Andrej Kramari?,Hoffenheim,FWMF,2707.0,1.7600000000000002,0.47,5.58,0.27,5.05,1.06,0.2,0.3,3.09,1.16,5.05,1.73,0.5,0.0,0.07,0.33,35.1,3.39,2.62,1.89,1.36,34.7,1.76,0.33,1.26,0
181,Andrew Gravillon,Reims,DF,2135.0,2.15,1.22,0.59,0.0,2.41,0.89,0.0,0.0,0.68,0.17,6.16,0.38,2.19,0.08,0.38,1.56,39.8,9.37,2.83,2.57,0.38,29.4,0.46,0.08,0.42,0
182,Andrew Omobamidele,Norwich City,DF,382.0,3.8099999999999996,1.9,0.48,0.0,3.81,1.19,0.24,0.0,0.48,0.24,12.1,0.24,2.38,0.0,0.24,1.19,53.8,10.0,3.1,2.62,0.0,38.3,0.0,0.0,0.0,0
183,Andrew Robertson,Liverpool,DF,2537.0,1.63,1.17,3.3,0.14,7.27,0.39,0.11,0.35,0.64,0.28,8.79,0.67,1.74,0.04,0.18,0.74,81.3,12.6,7.02,4.93,1.74,61.0,3.16,0.5,1.95,0
184,Andrey Lunyov,Leverkusen,GK,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,49.0,13.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0
185,Andriy Lunin,Real Madrid,GK,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.5,41.0,12.0,0.0,0.0,0.0,20.5,0.0,0.0,0.0,0
186,Andriy Yarmolenko,West Ham,FW,316.0,3.4299999999999997,0.86,6.57,0.86,4.29,1.43,0.29,0.0,3.14,1.43,4.86,1.43,0.29,0.0,0.29,0.29,30.6,3.14,2.29,0.29,1.43,34.0,1.43,0.29,0.86,0
187,Andros Townsend,Everton,MF,1455.0,1.6700000000000002,1.79,1.85,0.06,4.26,2.72,0.19,0.12,1.23,0.56,7.41,1.85,1.3,0.0,0.19,0.62,30.1,5.93,2.84,1.11,1.73,26.5,3.46,0.8,1.85,0
188,András Schäfer,Union Berlin,MF,239.0,4.4399999999999995,2.59,1.85,0.0,4.07,0.74,0.37,0.37,2.59,1.11,7.41,0.37,1.85,0.0,0.74,2.59,33.0,3.7,3.33,2.22,0.74,28.5,0.74,0.0,1.11,0
189,André Gomes,Everton,MF,619.0,2.75,2.17,1.16,0.0,2.61,1.16,0.0,0.14,2.03,0.58,11.9,2.17,1.59,0.0,0.43,4.78,40.4,6.96,3.04,3.91,0.58,32.8,0.43,0.0,0.58,0
190,André Hahn,Augsburg,MFFW,2101.0,6.27,1.46,3.43,0.73,1.29,0.64,0.21,0.09,1.93,0.86,4.89,1.37,1.07,0.0,0.21,2.58,18.6,3.05,1.24,0.52,0.69,19.4,1.59,0.47,0.69,0
191,André Silva,RB Leipzig,FW,2076.0,5.5,0.61,6.75,0.69,2.68,1.47,0.48,0.13,2.34,1.0,4.63,2.21,0.3,0.0,0.04,1.13,24.2,1.08,1.95,1.04,1.08,28.5,0.61,0.13,0.65,0
192,Andrés Andrade Cedeño,Arminia,DF,1046.0,5.0,2.5,1.47,0.09,3.71,0.17,0.0,0.0,0.6,0.26,11.2,1.29,2.24,0.0,0.34,1.21,44.6,7.5,3.28,2.93,0.09,25.1,0.95,0.0,0.26,0
193,Andrés Guardado,Betis,MF,1393.0,3.0300000000000002,2.13,0.77,0.0,4.45,1.55,0.0,0.06,0.9,0.19,10.3,0.52,1.81,0.0,0.26,1.61,60.3,14.0,4.45,5.61,0.45,47.7,0.26,0.06,0.71,0
194,Andrés Martín,Rayo Vallecano,FWMF,186.0,1.43,0.48,3.33,1.43,4.29,0.95,0.0,0.0,2.38,0.48,1.43,1.9,1.43,0.0,0.0,1.43,17.1,2.38,1.9,0.95,0.0,18.6,0.95,0.0,0.0,0
195,Andy Delort,"Montpellier, Nice",FW,1358.5,6.195,0.6100000000000001,5.865,0.275,1.345,1.4,0.63,0.2,4.135,1.5150000000000001,4.075,1.7149999999999999,0.24,0.0,0.055,1.7,28.6,3.615,1.625,0.815,1.5150000000000001,30.3,2.235,0.5,2.105,0
196,Andy Diouf,Rennes,MF,14.0,5.0,10.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,5.0,45.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,5.0,0
197,Anel Ahmedhodzic,Bordeaux,DF,1350.0,2.34,2.33,1.13,0.0,4.13,0.73,0.0,0.07,0.47,0.27,10.4,0.47,2.27,0.0,0.4,1.4,57.9,10.1,3.73,2.07,0.4,45.1,0.47,0.13,0.67,0
198,Angel Gomes,Lille,MFFW,954.0,2.17,1.79,1.13,0.0,4.25,1.51,0.09,0.09,1.32,0.19,6.23,1.23,0.57,0.0,0.28,1.42,37.1,6.7,3.68,1.98,1.6,35.1,1.04,0.09,1.42,0
199,Angeliño,RB Leipzig,DF,2298.0,1.72,1.37,2.78,0.16,3.18,1.57,0.08,0.2,0.59,0.27,7.92,0.82,1.37,0.0,0.12,0.67,59.1,14.1,4.27,2.94,2.24,41.1,5.02,1.25,2.0,0
200,Angelo Fulgini,Angers,MFFW,2929.0,2.4299999999999997,0.92,3.35,0.15,5.94,2.83,0.15,0.12,1.78,0.52,5.51,2.86,1.11,0.0,0.18,1.26,43.1,5.32,3.6,2.86,0.86,44.0,1.17,0.22,1.29,0
201,Angelo Ogbonna,West Ham,DF,921.0,3.7299999999999995,1.27,0.78,0.0,0.59,0.29,0.1,0.0,0.29,0.1,7.65,0.1,1.27,0.0,0.1,0.49,44.3,10.1,0.98,1.76,0.0,35.6,0.0,0.0,0.0,0
202,Angelo Stiller,Hoffenheim,MF,1693.0,3.4,1.91,1.7,0.05,2.5,0.9,0.11,0.05,0.8,0.21,10.1,0.59,1.6,0.0,0.05,1.7,51.2,6.28,4.79,3.83,1.01,41.4,0.37,0.11,0.64,0
203,Angus Gunn,Norwich City,GK,810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33,0.0,0.0,0.0,0.0,0.0,33.1,20.1,0.0,0.11,0.0,11.8,0.0,0.0,0.0,0
204,Ansgar Knauff,"Dortmund, Eint Frankfurt",DF,436.5,3.4450000000000003,3.0549999999999997,4.215,0.445,6.18,0.98,0.06,0.06,1.1,0.24,7.24,1.04,0.655,0.0,0.0,2.05,34.9,3.4450000000000003,2.375,1.575,0.86,31.6,1.395,0.24,0.92,0
205,Ansu Fati,Barcelona,FW,336.0,0.81,1.08,10.3,0.81,8.92,3.24,1.08,0.0,4.86,2.16,3.24,2.7,0.81,0.0,0.0,2.7,44.3,1.62,1.89,0.54,1.08,52.7,1.08,0.0,0.54,0
206,Ante Budimir,Osasuna,FW,1738.0,12.280000000000001,1.19,5.03,0.83,1.66,1.76,0.41,0.1,2.28,0.93,4.15,1.66,0.36,0.0,0.16,2.07,18.8,0.93,0.83,0.98,0.21,22.1,0.26,0.05,0.47,0
207,Ante Rebi?,Milan,FW,891.0,3.6399999999999997,1.62,8.28,0.71,6.16,0.91,0.2,0.2,3.03,0.61,5.86,2.83,0.2,0.0,0.2,1.72,30.7,4.75,4.04,2.12,2.73,33.4,3.33,0.81,3.13,0
208,Anthony Caci,Strasbourg,DF,2395.0,3.0,2.74,1.35,0.08,5.41,0.98,0.04,0.11,0.56,0.19,8.87,0.64,2.14,0.0,0.15,1.24,61.2,13.5,6.47,4.25,1.35,44.5,2.78,0.64,1.05,0
209,Anthony Elanga,Manchester Utd,FW,1214.0,3.85,1.85,4.74,0.22,3.56,1.78,0.15,0.15,1.56,0.52,4.96,1.26,1.41,0.0,0.0,0.81,32.7,2.15,1.11,0.96,0.37,33.3,1.19,0.22,0.59,0
210,Anthony Gordon,Everton,MFFW,2285.0,2.56,2.44,3.43,0.31,5.43,2.72,0.16,0.08,1.73,0.75,6.54,1.89,1.42,0.0,0.16,1.18,29.7,5.2,2.17,0.91,0.87,27.7,2.8,0.39,1.34,0
211,Anthony Lopes,Lyon,GK,2982.0,0.03,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,4.23,0.0,0.0,0.03,0.03,0.0,34.0,15.4,0.03,0.12,0.0,18.6,0.0,0.0,0.0,0
212,Anthony Losilla,Bochum,MF,2935.0,6.2,2.64,1.29,0.06,1.38,0.71,0.06,0.0,1.01,0.28,14.0,0.55,2.27,0.0,0.15,1.69,38.9,9.26,2.48,2.12,0.34,23.2,0.28,0.06,0.43,0
